loan_amnt,grade,annual_inc,issue_d,loan_status,dti,earliest_cr_line
10000.0,C,52000.0,Dec-2015,Fully Paid,19.59,Dec-2001
35000.0,B,355000.0,Dec-2015,Fully Paid,6.09,Apr-1979
16200.0,B,70000.0,Dec-2015,Fully Paid,24.16,Jan-2005
17450.0,D,56000.0,Dec-2015,Fully Paid,37.44,Jun-2002
13550.0,E,55000.0,Dec-2015,Charged Off,12.55,Nov-1997
4100.0,G,50000.0,Dec-2015,Fully Paid,8.83,Sep-2005
8000.0,A,52000.0,Dec-2015,Fully Paid,15.86,Aug-1998
15000.0,A,80000.0,Dec-2015,Fully Paid,24.71,Jun-2006
21000.0,A,85000.0,Dec-2015,Fully Paid,25.52,Nov-1995
12300.0,E,46000.0,Dec-2015,Charged Off,27.55,Oct-2001
16000.0,C,52000.0,Dec-2015,Fully Paid,11.52,May-1995
15600.0,C,45000.0,Dec-2015,Fully Paid,20.8,Oct-1998
13500.0,A,95000.0,Dec-2015,Fully Paid,15.83,Nov-1999
15000.0,B,85000.0,Dec-2015,Current,16.77,Oct-1989
28000.0,A,90000.0,Dec-2015,Fully Paid,14.96,Oct-2000
6000.0,C,38000.0,Dec-2015,Fully Paid,11.94,Apr-2011
4200.0,A,32150.0,Dec-2015,Fully Paid,25.86,Nov-2005
21500.0,E,43000.0,Dec-2015,Charged Off,22.84,Apr-1997
16000.0,B,90000.0,Dec-2015,Fully Paid,6.79,Jul-1985
21000.0,C,53000.0,Dec-2015,Current,34.52,Apr-1982
5000.0,D,22000.0,Dec-2015,Fully Paid,38.63,Jan-2006
15000.0,A,200000.0,Dec-2015,Fully Paid,3.17,Mar-2005
25000.0,A,150000.0,Dec-2015,Fully Paid,18.65,Jan-1989
15000.0,B,75000.0,Dec-2015,Fully Paid,31.74,Mar-1995
5000.0,B,54000.0,Dec-2015,Fully Paid,9.93,Aug-2007
20000.0,D,75000.0,Dec-2015,Charged Off,31.58,Aug-2004
30000.0,C,80000.0,Dec-2015,Fully Paid,15.06,Aug-2004
20000.0,C,110000.0,Dec-2015,Current,9.42,Mar-2002
12000.0,C,114000.0,Dec-2015,Fully Paid,19.61,May-2007
26000.0,E,65000.0,Dec-2015,Fully Paid,18.81,Jun-2011
15000.0,E,70000.0,Dec-2015,Fully Paid,7.63,May-1996
10000.0,E,62000.0,Dec-2015,Fully Paid,4.7,Jun-1999
15000.0,B,43397.0,Dec-2015,Fully Paid,26.91,Mar-2007
28800.0,E,62500.0,Dec-2015,Fully Paid,28.59,Jul-2004
7550.0,C,30000.0,Dec-2015,Charged Off,15.36,Feb-2009
3500.0,C,90000.0,Dec-2015,Fully Paid,23.36,Jan-1991
33300.0,D,74000.0,Dec-2015,Charged Off,39.25,Nov-2001
25000.0,A,85000.0,Dec-2015,Fully Paid,14.38,Mar-1989
20450.0,B,240000.0,Dec-2015,Fully Paid,16.16,May-1984
30000.0,D,84000.0,Dec-2015,Current,29.15,Jul-2005
5000.0,B,40000.0,Dec-2015,Fully Paid,19.62,Dec-2010
16000.0,A,116000.0,Dec-2015,Fully Paid,12.54,Oct-1994
24000.0,B,125000.0,Dec-2015,Charged Off,15.16,Mar-2003
23300.0,D,53000.0,Dec-2015,Charged Off,22.7,Dec-2005
6000.0,C,80000.0,Dec-2015,Fully Paid,16.46,Oct-2003
5000.0,B,45000.0,Dec-2015,Fully Paid,16.67,Jan-2001
25000.0,D,65000.0,Dec-2015,Charged Off,27.25,Sep-1998
20000.0,C,69664.0,Dec-2015,Charged Off,39.95,Dec-2001
20000.0,B,55000.0,Dec-2015,Charged Off,14.25,Jul-2006
6000.0,B,106000.0,Dec-2015,Fully Paid,10.77,Feb-2003
9000.0,B,75000.0,Dec-2015,Charged Off,25.58,Feb-1998
26500.0,D,90000.0,Dec-2015,Current,18.17,Mar-2002
9000.0,B,105000.0,Dec-2015,Fully Paid,20.85,Nov-2002
10000.0,B,175000.0,Dec-2015,Charged Off,25.02,Apr-2005
27900.0,D,60660.0,Dec-2015,Fully Paid,25.97,Feb-1976
5000.0,B,45000.0,Dec-2015,Fully Paid,21.09,Oct-2006
16000.0,C,73000.0,Dec-2015,Fully Paid,22.65,Sep-2002
18000.0,C,73000.0,Dec-2015,Fully Paid,17.84,Mar-1998
9500.0,C,40000.0,Dec-2015,Fully Paid,38.64,Mar-1995
16800.0,B,42000.0,Dec-2015,Fully Paid,7.29,Nov-1984
5000.0,B,70000.0,Dec-2015,Fully Paid,6.36,Nov-2001
12400.0,E,27000.0,Dec-2015,Current,28.93,Nov-1999
31275.0,E,68000.0,Dec-2015,Charged Off,22.36,Apr-2004
4000.0,C,56000.0,Dec-2015,Fully Paid,20.96,Mar-2007
6000.0,C,28000.0,Dec-2015,Charged Off,25.8,Oct-2010
7000.0,B,95000.0,Dec-2015,Fully Paid,8.93,Jul-2004
30000.0,B,152000.0,Dec-2015,Fully Paid,15.72,Jun-2000
8500.0,C,35000.0,Dec-2015,Charged Off,34.43,Jan-2008
20000.0,A,125000.0,Dec-2015,Fully Paid,21.12,Apr-2002
15000.0,D,30000.0,Dec-2015,Fully Paid,13.04,Jan-2005
10500.0,B,110000.0,Dec-2015,Fully Paid,16.02,Nov-1999
6600.0,B,80000.0,Dec-2015,Fully Paid,27.0,Sep-2003
6925.0,D,35000.0,Dec-2015,Fully Paid,12.17,Jul-2006
11025.0,E,63500.0,Dec-2015,Charged Off,36.82,Dec-1989
27000.0,B,115800.0,Dec-2015,Fully Paid,9.59,Jun-1986
24000.0,C,60000.0,Dec-2015,Current,28.51,Dec-2003
14700.0,B,32000.0,Dec-2015,Fully Paid,23.03,May-2009
28000.0,B,100100.0,Dec-2015,Current,33.11,Mar-1980
1100.0,D,61000.0,Dec-2015,Charged Off,26.44,Mar-2001
3925.0,E,35000.0,Dec-2015,Fully Paid,18.79,Feb-2001
10500.0,B,65000.0,Dec-2015,Charged Off,26.18,Dec-1968
14700.0,F,35000.0,Dec-2015,Current,26.89,Feb-1999
33975.0,E,79000.0,Dec-2015,Fully Paid,36.59,Apr-1997
10000.0,C,133000.0,Dec-2015,Fully Paid,9.22,Dec-2006
4400.0,D,13000.0,Dec-2015,Fully Paid,12.0,Jul-2011
16800.0,B,180000.0,Dec-2015,Fully Paid,3.01,Aug-1997
6000.0,C,53979.0,Dec-2015,Charged Off,12.23,Sep-2004
6025.0,B,71300.0,Dec-2015,Charged Off,14.74,Oct-1998
7200.0,D,20000.0,Dec-2015,Fully Paid,31.09,Feb-2004
8000.0,A,120000.0,Dec-2015,Fully Paid,25.35,Jun-1973
14000.0,E,38900.0,Dec-2015,Fully Paid,23.2,Aug-2006
2500.0,C,9336.0,Dec-2015,Fully Paid,13.62,Jun-2006
18350.0,E,70000.0,Dec-2015,Charged Off,28.0,Nov-2000
24000.0,A,180000.0,Dec-2015,Fully Paid,9.81,Nov-1996
10000.0,B,100000.0,Dec-2015,Fully Paid,19.59,Mar-1997
30000.0,C,135000.0,Dec-2015,Fully Paid,29.63,Nov-1995
35000.0,F,86000.0,Dec-2015,Charged Off,25.59,Dec-1999
13800.0,A,40914.0,Dec-2015,Fully Paid,10.35,Aug-1988
25000.0,A,165000.0,Dec-2015,Fully Paid,11.56,Jan-2004
10000.0,C,52000.0,Dec-2015,Fully Paid,14.86,Oct-2008
35000.0,E,80000.0,Dec-2015,Charged Off,16.47,Apr-2009
20000.0,B,56000.0,Dec-2015,Charged Off,19.89,Mar-1986
12000.0,B,145000.0,Dec-2015,Fully Paid,10.01,Feb-1996
24000.0,C,92015.0,Dec-2015,Fully Paid,24.36,Oct-1983
25000.0,C,156000.0,Dec-2015,Fully Paid,4.9,Apr-2000
25000.0,A,105000.0,Dec-2015,Fully Paid,28.28,Dec-1987
20000.0,A,90000.0,Dec-2015,Fully Paid,18.01,Aug-2004
12000.0,D,75000.0,Dec-2015,Fully Paid,5.86,Apr-2001
4500.0,E,70000.0,Dec-2015,Fully Paid,12.82,Jan-2005
6000.0,C,29500.0,Dec-2015,Fully Paid,6.18,Aug-2012
25600.0,A,105000.0,Dec-2015,Fully Paid,16.33,Oct-1993
3000.0,C,16000.0,Dec-2015,Fully Paid,3.75,Sep-2007
12000.0,B,47000.0,Dec-2015,Charged Off,25.01,May-2001
20000.0,A,105000.0,Dec-2015,Fully Paid,27.01,May-1993
6000.0,C,51000.0,Dec-2015,Fully Paid,25.79,Feb-1999
14475.0,A,68000.0,Dec-2015,Fully Paid,6.11,Sep-2004
12000.0,B,130000.0,Dec-2015,Fully Paid,11.21,Jun-1986
15000.0,A,100000.0,Dec-2015,Fully Paid,12.83,Dec-1999
1500.0,B,32000.0,Dec-2015,Fully Paid,3.94,Jul-2006
22625.0,C,75000.0,Dec-2015,Charged Off,14.38,Mar-2000
35000.0,D,100000.0,Dec-2015,Fully Paid,22.69,Dec-2003
11000.0,B,40000.0,Dec-2015,Fully Paid,16.5,Apr-2004
25000.0,B,75000.0,Dec-2015,Current,15.34,Nov-2001
6500.0,B,52000.0,Dec-2015,Fully Paid,19.37,Jan-2005
16000.0,E,55000.0,Dec-2015,Charged Off,24.44,Nov-2006
30000.0,C,70000.0,Dec-2015,Late (31-120 days),23.71,Nov-1999
18400.0,B,40000.0,Dec-2015,Fully Paid,19.59,Jul-2004
4000.0,D,55000.0,Dec-2015,Fully Paid,37.67,Jan-1999
10000.0,C,55000.0,Dec-2015,Fully Paid,16.25,Jan-1999
35000.0,E,97000.0,Dec-2015,Charged Off,15.0,Oct-1995
25000.0,A,104000.0,Dec-2015,Fully Paid,25.12,Jul-1998
12100.0,A,80000.0,Dec-2015,Fully Paid,34.83,Nov-1998
6000.0,B,65000.0,Dec-2015,Fully Paid,31.28,Apr-2004
10000.0,C,32940.0,Dec-2015,Fully Paid,18.8,Dec-2009
19025.0,B,51000.0,Dec-2015,Fully Paid,29.18,Apr-2003
10400.0,C,67100.0,Dec-2015,Fully Paid,21.37,Dec-1996
7500.0,B,18000.0,Dec-2015,Fully Paid,17.47,May-1998
1200.0,E,23676.0,Dec-2015,Fully Paid,9.22,Jul-2002
11000.0,D,42000.0,Dec-2015,Fully Paid,7.14,Feb-2000
8000.0,C,75000.0,Dec-2015,Fully Paid,16.94,Aug-2000
15000.0,C,48500.0,Dec-2015,Fully Paid,24.94,Aug-2004
5050.0,B,35000.0,Dec-2015,Fully Paid,19.2,Jan-1998
12000.0,A,88030.0,Dec-2015,Fully Paid,17.66,Oct-1997
28000.0,E,100000.0,Dec-2015,Fully Paid,23.4,May-1985
20000.0,A,115000.0,Dec-2015,Fully Paid,11.53,Jan-2000
9600.0,B,104000.0,Dec-2015,Fully Paid,12.7,Feb-2011
5000.0,D,136735.0,Dec-2015,Fully Paid,26.22,Mar-2004
26000.0,C,80000.0,Dec-2015,Charged Off,26.36,Sep-1985
22000.0,B,106400.0,Dec-2015,Fully Paid,38.26,Jun-1983
10000.0,C,50400.0,Dec-2015,Charged Off,28.81,Sep-2003
12500.0,D,35000.0,Dec-2015,Current,27.37,Jan-1976
12000.0,E,98000.0,Dec-2015,Fully Paid,14.41,Nov-1998
1500.0,D,59300.0,Dec-2015,Fully Paid,39.19,Aug-2001
7200.0,C,96000.0,Dec-2015,Fully Paid,6.34,Dec-2003
8000.0,C,46000.0,Dec-2015,Fully Paid,19.78,Jun-1996
15500.0,B,107000.0,Dec-2015,Charged Off,32.79,Mar-1979
7000.0,B,55000.0,Dec-2015,Fully Paid,31.53,Aug-1999
30000.0,C,103000.0,Dec-2015,Charged Off,22.89,Mar-2001
3000.0,C,80000.0,Dec-2015,Fully Paid,16.8,Jan-1999
3000.0,C,28000.0,Dec-2015,Charged Off,24.39,Sep-2003
2000.0,D,66000.0,Dec-2015,Charged Off,30.64,Mar-1999
18550.0,D,75000.0,Dec-2015,Charged Off,5.87,Sep-2005
21000.0,B,52000.0,Dec-2015,Fully Paid,23.63,Mar-1993
18000.0,A,120000.0,Dec-2015,Fully Paid,33.25,Oct-1997
35000.0,B,95000.0,Dec-2015,Fully Paid,23.91,Oct-2001
15000.0,B,70000.0,Dec-2015,Fully Paid,7.11,Feb-2001
6000.0,D,45000.0,Dec-2015,Charged Off,24.19,May-2004
13050.0,C,71000.0,Dec-2015,Fully Paid,19.64,Jul-2000
35000.0,A,425000.0,Dec-2015,Fully Paid,13.36,Mar-1999
12000.0,C,32000.0,Dec-2015,Charged Off,15.04,Apr-2012
11000.0,A,45000.0,Dec-2015,Fully Paid,8.64,Jan-1991
8000.0,A,250000.0,Dec-2015,Fully Paid,16.41,Dec-1989
17000.0,B,85000.0,Dec-2015,Current,14.22,Oct-2004
9950.0,D,26204.0,Dec-2015,Charged Off,31.3,Jun-1999
32000.0,B,155000.0,Dec-2015,Fully Paid,12.53,Oct-1994
20000.0,C,60000.0,Dec-2015,Fully Paid,19.98,Sep-1984
7225.0,B,60000.0,Dec-2015,Charged Off,17.86,Jul-2012
20000.0,B,90000.0,Dec-2015,Fully Paid,31.6,May-1987
33000.0,F,75000.0,Dec-2015,Charged Off,24.53,Jun-1988
8225.0,C,65000.0,Dec-2015,Fully Paid,21.94,Jan-1990
3000.0,B,119000.0,Dec-2015,Fully Paid,21.43,Sep-1997
10000.0,B,73000.0,Dec-2015,Fully Paid,21.7,Jul-2001
35000.0,D,96000.0,Dec-2015,Fully Paid,21.59,Nov-1996
7500.0,B,75000.0,Dec-2015,Fully Paid,2.98,Apr-1982
12000.0,B,100000.0,Dec-2015,Charged Off,17.03,Oct-1997
7000.0,B,35500.0,Dec-2015,Fully Paid,36.24,Apr-1993
12000.0,E,75000.0,Dec-2015,Charged Off,18.7,Sep-1985
22000.0,A,75000.0,Dec-2015,Fully Paid,12.03,Mar-1996
13600.0,C,117633.0,Dec-2015,Charged Off,7.79,May-1996
1200.0,B,54000.0,Dec-2015,Fully Paid,21.84,Jul-1981
27000.0,D,72000.0,Dec-2015,Current,23.98,May-1999
33000.0,C,74000.0,Dec-2015,Fully Paid,33.59,Aug-1999
10000.0,D,27000.0,Dec-2015,Current,36.68,Jun-1987
28800.0,C,112500.0,Dec-2015,Charged Off,15.68,Nov-2000
9175.0,C,42000.0,Dec-2015,Fully Paid,32.74,Mar-2007
3000.0,C,17000.0,Dec-2015,Charged Off,28.89,Aug-1998
27500.0,G,55000.0,Dec-2015,Charged Off,37.75,Nov-2000
20775.0,E,49500.0,Dec-2015,Charged Off,20.1,Jun-2005
24000.0,B,64000.0,Dec-2015,Fully Paid,25.01,Jul-2000
10000.0,A,75000.0,Dec-2015,Charged Off,23.74,Oct-2000
19350.0,D,44000.0,Dec-2015,Current,5.07,Sep-1990
2500.0,A,50000.0,Dec-2015,Fully Paid,15.61,Aug-1992
30000.0,B,75000.0,Dec-2015,Charged Off,25.4,Mar-1994
5000.0,D,62520.0,Dec-2015,Fully Paid,35.59,Apr-1978
20000.0,C,63000.0,Dec-2015,Charged Off,20.97,Sep-1989
18200.0,B,103000.0,Dec-2015,Current,17.13,Feb-1987
5000.0,B,99000.0,Dec-2015,Charged Off,18.76,Feb-1997
6475.0,B,71000.0,Dec-2015,Fully Paid,34.72,Jan-1996
22000.0,B,109000.0,Dec-2015,Current,26.78,Jan-1989
28000.0,A,236000.0,Dec-2015,Fully Paid,6.99,Aug-1996
10800.0,C,52000.0,Dec-2015,Current,14.65,Aug-1999
33000.0,A,131000.0,Dec-2015,Fully Paid,12.41,Oct-1999
2300.0,B,48000.0,Dec-2015,Fully Paid,6.75,Aug-2007
8550.0,C,95000.0,Dec-2015,Fully Paid,5.98,Apr-2001
5000.0,B,15000.0,Dec-2015,Fully Paid,22.48,Jun-2003
14000.0,B,65000.0,Dec-2015,Current,19.44,Jun-1996
5025.0,F,110000.0,Dec-2015,Fully Paid,16.63,Nov-2004
2000.0,B,27040.0,Dec-2015,Fully Paid,13.89,Sep-2002
8000.0,A,130000.0,Dec-2015,Fully Paid,6.62,Apr-1998
10000.0,D,55000.0,Dec-2015,Fully Paid,25.88,Apr-2002
6000.0,B,80000.0,Dec-2015,Fully Paid,25.24,Oct-1991
8000.0,C,32000.0,Dec-2015,Fully Paid,35.18,Jun-1994
17150.0,D,65000.0,Dec-2015,Current,16.15,Jun-1995
24000.0,B,300000.0,Dec-2015,Charged Off,14.02,Aug-1994
5700.0,C,36000.0,Dec-2015,Fully Paid,17.77,Aug-2011
9000.0,D,103000.0,Dec-2015,Charged Off,13.88,Sep-1987
11200.0,C,94000.0,Dec-2015,Fully Paid,34.42,Jul-2004
15000.0,D,78000.0,Dec-2015,Charged Off,29.45,Apr-1976
4000.0,B,31200.0,Dec-2015,Charged Off,13.08,Feb-1968
23625.0,C,100000.0,Dec-2015,Current,31.39,Aug-1999
18000.0,B,83000.0,Dec-2015,Fully Paid,6.74,Jul-2000
15000.0,D,45000.0,Dec-2015,Fully Paid,19.61,Oct-2006
7200.0,B,48000.0,Dec-2015,Fully Paid,30.26,Sep-2001
15000.0,B,56000.0,Dec-2015,Current,17.53,Aug-2008
12000.0,B,80000.0,Dec-2015,Fully Paid,18.26,Aug-2004
35000.0,C,62000.0,Dec-2015,Fully Paid,22.74,Dec-2000
8000.0,B,80000.0,Dec-2015,Fully Paid,14.57,Mar-1996
2800.0,D,60000.0,Dec-2015,Charged Off,30.62,Oct-2005
3600.0,C,32000.0,Dec-2015,Fully Paid,30.76,Aug-2002
5000.0,A,55000.0,Dec-2015,Fully Paid,17.26,Jan-1984
18000.0,A,70000.0,Dec-2015,Fully Paid,15.02,Nov-2005
3600.0,D,28000.0,Dec-2015,Charged Off,33.26,Sep-1997
15400.0,A,80000.0,Dec-2015,Fully Paid,24.03,Nov-2004
35000.0,D,126073.0,Dec-2015,Charged Off,23.44,Sep-1984
28000.0,A,125000.0,Dec-2015,Fully Paid,10.7,Jan-2001
8000.0,B,42000.0,Dec-2015,Fully Paid,20.74,May-2006
14750.0,E,41000.0,Dec-2015,Charged Off,14.52,Jun-2003
13375.0,E,37200.0,Dec-2015,Fully Paid,16.65,Dec-1998
3500.0,B,50000.0,Dec-2015,Fully Paid,16.56,Sep-2000
20000.0,B,220000.0,Dec-2015,Fully Paid,12.24,Oct-2000
1000.0,C,39000.0,Dec-2015,Fully Paid,17.48,Jan-2005
16000.0,B,85800.0,Dec-2015,Fully Paid,24.32,Aug-1998
8000.0,A,36000.0,Dec-2015,Fully Paid,14.43,Apr-1998
14000.0,C,42000.0,Dec-2015,Current,26.09,Apr-1999
28000.0,C,102000.0,Dec-2015,Charged Off,30.53,Apr-1986
5000.0,B,72000.0,Dec-2015,Fully Paid,5.12,Aug-2001
3000.0,B,65000.0,Dec-2015,Fully Paid,5.35,Jun-1994
30000.0,D,90000.0,Dec-2015,Fully Paid,20.32,Sep-1996
35000.0,C,112685.0,Dec-2015,Current,18.64,Jul-1993
9000.0,B,99000.0,Dec-2015,Fully Paid,8.87,Oct-1998
5000.0,A,40000.0,Dec-2015,Fully Paid,8.13,Nov-1988
20000.0,D,60000.0,Dec-2015,Fully Paid,11.42,Aug-2004
5000.0,B,34000.0,Dec-2015,Fully Paid,10.17,Jun-2003
15000.0,B,35000.0,Dec-2015,Fully Paid,25.58,Oct-2000
18000.0,B,150000.0,Dec-2015,Fully Paid,7.78,Nov-1995
28000.0,B,115000.0,Dec-2015,Current,33.0,Oct-1995
32000.0,A,86000.0,Dec-2015,Fully Paid,22.7,Aug-1996
13700.0,E,55000.0,Dec-2015,Fully Paid,28.76,Jun-2005
9600.0,C,30000.0,Dec-2015,Fully Paid,24.6,Oct-2003
15700.0,E,37453.0,Dec-2015,Fully Paid,30.92,Sep-2002
5000.0,B,42000.0,Dec-2015,Fully Paid,12.14,Sep-2000
10000.0,B,50000.0,Dec-2015,Charged Off,16.51,Jun-2004
15000.0,B,120000.0,Dec-2015,Fully Paid,32.96,Sep-1997
21000.0,B,125000.0,Dec-2015,Fully Paid,7.07,Jan-2007
21000.0,B,110000.0,Dec-2015,Charged Off,11.82,Dec-2003
18000.0,B,52000.0,Dec-2015,Fully Paid,14.1,Aug-2005
30000.0,F,108000.0,Dec-2015,Current,20.42,Dec-1982
18900.0,D,45000.0,Dec-2015,Fully Paid,36.83,May-1997
10000.0,D,67776.0,Dec-2015,Charged Off,20.52,Sep-2005
7800.0,A,85000.0,Dec-2015,Fully Paid,9.76,Dec-2001
18000.0,B,120000.0,Dec-2015,Charged Off,19.41,Jul-1995
17000.0,C,58000.0,Dec-2015,Current,22.08,Feb-2002
35000.0,B,120000.0,Dec-2015,Fully Paid,9.93,Apr-1991
8000.0,B,30000.0,Dec-2015,Fully Paid,6.04,Sep-1998
14625.0,C,33280.0,Dec-2015,Fully Paid,34.96,Oct-1999
28000.0,B,120000.0,Dec-2015,Charged Off,17.83,Dec-1997
35000.0,C,105000.0,Dec-2015,Fully Paid,26.3,Jul-1996
20000.0,B,78000.0,Dec-2015,Fully Paid,21.25,Aug-1990
23000.0,A,75000.0,Dec-2015,Fully Paid,28.32,Sep-1995
21000.0,B,310000.0,Dec-2015,Fully Paid,12.77,May-1982
24675.0,D,58770.0,Dec-2015,Fully Paid,20.58,May-2001
35000.0,E,250000.0,Dec-2015,In Grace Period,24.29,Jul-1992
18000.0,C,110000.0,Dec-2015,Fully Paid,15.82,Nov-1996
35000.0,E,110000.0,Dec-2015,Fully Paid,16.36,Aug-2000
25600.0,A,103758.0,Dec-2015,Fully Paid,20.8,May-1993
16000.0,C,90000.0,Dec-2015,Fully Paid,30.25,May-1999
14400.0,A,115000.0,Dec-2015,Fully Paid,17.6,Jan-2001
8000.0,D,64000.0,Dec-2015,Fully Paid,19.48,Dec-1979
6000.0,A,91600.0,Dec-2015,Fully Paid,15.79,Jul-1996
8000.0,C,26000.0,Dec-2015,Fully Paid,37.44,Jan-1990
6500.0,A,43000.0,Dec-2015,Fully Paid,5.97,Jun-1985
20000.0,C,90000.0,Dec-2015,Fully Paid,20.57,Apr-2000
20000.0,D,60000.0,Dec-2015,Charged Off,25.22,Mar-2008
10000.0,B,105000.0,Dec-2015,Fully Paid,30.45,Jan-1994
3000.0,F,41600.0,Dec-2015,Fully Paid,39.61,Sep-2009
13325.0,E,60000.0,Dec-2015,Fully Paid,33.66,May-1996
5500.0,B,68000.0,Dec-2015,Charged Off,11.34,Jul-2003
12000.0,A,58000.0,Dec-2015,Fully Paid,31.7,Sep-2002
4200.0,C,124000.0,Dec-2015,Fully Paid,11.11,Oct-1990
30000.0,D,75000.0,Dec-2015,Fully Paid,14.9,Oct-1990
11200.0,E,63000.0,Dec-2015,Charged Off,7.5,Nov-2005
10000.0,B,40000.0,Dec-2015,Fully Paid,24.24,Jul-1998
10000.0,C,68140.0,Dec-2015,Fully Paid,31.79,Dec-1999
22000.0,B,91500.0,Dec-2015,Fully Paid,8.0,Feb-2004
10000.0,C,66000.0,Dec-2015,Fully Paid,14.16,Jun-2000
10000.0,C,109000.0,Dec-2015,Fully Paid,14.47,Sep-2002
2800.0,E,33000.0,Dec-2015,Fully Paid,23.24,Sep-2010
24000.0,B,180661.0,Dec-2015,Fully Paid,9.79,Nov-2007
2400.0,C,40000.0,Dec-2015,Fully Paid,5.43,Jul-1986
12450.0,D,50000.0,Dec-2015,In Grace Period,19.42,Aug-2005
16000.0,B,60000.0,Dec-2015,Fully Paid,19.6,Apr-2007
17350.0,G,73300.0,Dec-2015,Charged Off,25.77,Jan-2001
15000.0,B,70000.0,Dec-2015,Charged Off,4.94,Jan-2004
12000.0,C,100000.0,Dec-2015,Charged Off,21.81,Apr-2005
24000.0,B,160000.0,Dec-2015,Fully Paid,24.72,Aug-1998
24000.0,E,75000.0,Dec-2015,Charged Off,3.01,May-2008
11000.0,C,50000.0,Dec-2015,Fully Paid,17.04,Sep-2002
24000.0,D,90000.0,Dec-2015,Fully Paid,25.13,Mar-2000
10000.0,B,130000.0,Dec-2015,Charged Off,9.29,Sep-1985
18000.0,B,140000.0,Dec-2015,Fully Paid,15.93,Sep-1994
31500.0,C,63000.0,Dec-2015,Current,23.14,Sep-2001
9700.0,B,97215.0,Dec-2015,Fully Paid,16.83,Oct-2003
18000.0,E,60000.0,Dec-2015,Fully Paid,18.3,Mar-2006
24000.0,C,52000.0,Dec-2015,Charged Off,38.03,Jan-1999
10000.0,A,77400.0,Dec-2015,Fully Paid,28.64,Mar-1980
3000.0,C,65000.0,Dec-2015,Charged Off,18.05,Sep-1986
3000.0,D,52000.0,Dec-2015,Fully Paid,14.95,Jul-2008
24000.0,D,55000.0,Dec-2015,Current,28.39,Jan-2008
14000.0,C,101000.0,Dec-2015,Fully Paid,23.59,Jan-2000
12000.0,A,150000.0,Dec-2015,Fully Paid,10.74,Nov-1995
15000.0,C,35000.0,Dec-2015,Fully Paid,19.27,Feb-2000
3600.0,C,34000.0,Dec-2015,Fully Paid,39.58,Jun-1996
24000.0,C,55000.0,Dec-2015,Fully Paid,12.0,May-2005
10000.0,C,40000.0,Dec-2015,Charged Off,38.4,May-1995
5000.0,B,72000.0,Dec-2015,Fully Paid,27.22,Oct-1999
1000.0,B,78000.0,Dec-2015,Fully Paid,18.14,Jun-2002
2950.0,B,51987.0,Dec-2015,Fully Paid,5.38,Jul-2001
35000.0,C,150000.0,Dec-2015,Fully Paid,20.07,Feb-1994
3000.0,B,50000.0,Dec-2015,Charged Off,25.28,Apr-2005
33600.0,B,90000.0,Dec-2015,Fully Paid,17.99,Sep-2002
17000.0,A,132000.0,Dec-2015,Fully Paid,7.1,Aug-2001
12000.0,B,65000.0,Dec-2015,Fully Paid,6.91,Nov-1994
20000.0,A,104000.0,Dec-2015,Fully Paid,11.71,Dec-1991
24000.0,A,150000.0,Dec-2015,Fully Paid,23.43,Nov-1986
8550.0,C,78000.0,Dec-2015,Charged Off,25.2,Sep-1976
20000.0,B,55000.0,Dec-2015,Current,20.86,Oct-2007
18000.0,C,55000.0,Dec-2015,Fully Paid,23.87,Aug-2004
3250.0,C,63000.0,Dec-2015,Fully Paid,1.75,Dec-1991
4000.0,C,50000.0,Dec-2015,Charged Off,7.18,Jun-1996
10000.0,A,49000.0,Dec-2015,Fully Paid,17.68,Mar-2000
35000.0,C,158000.0,Dec-2015,Current,17.89,Oct-1987
27200.0,F,80000.0,Dec-2015,Charged Off,32.52,Aug-1998
8000.0,A,100000.0,Dec-2015,Fully Paid,11.52,Mar-2000
15000.0,A,75000.0,Dec-2015,Fully Paid,22.41,Aug-1996
30000.0,B,150000.0,Dec-2015,Fully Paid,15.54,Sep-1986
20000.0,C,93000.0,Dec-2015,Charged Off,3.64,Apr-2003
22500.0,A,75000.0,Dec-2015,Charged Off,19.68,Aug-1997
15000.0,D,53200.0,Dec-2015,Charged Off,20.39,Dec-1999
15000.0,C,65000.0,Dec-2015,Fully Paid,7.72,Apr-1997
5500.0,B,85000.0,Dec-2015,Fully Paid,9.32,Sep-1997
9500.0,B,42000.0,Dec-2015,Charged Off,21.17,Sep-1991
10000.0,B,50000.0,Dec-2015,Fully Paid,20.43,Mar-1994
4800.0,B,36000.0,Dec-2015,Charged Off,20.2,Jul-2004
33100.0,E,72000.0,Dec-2015,Current,16.07,Nov-1995
10000.0,C,40000.0,Dec-2015,Fully Paid,34.44,Jul-2001
12000.0,B,90000.0,Dec-2015,Fully Paid,24.33,Jul-2004
10000.0,D,57000.0,Dec-2015,Current,11.62,Sep-1998
2000.0,C,62000.0,Dec-2015,Fully Paid,9.06,Feb-1997
30000.0,B,180000.0,Dec-2015,Fully Paid,12.19,Mar-1995
24700.0,F,65000.0,Dec-2015,Charged Off,15.65,Mar-2003
20175.0,C,139000.0,Dec-2015,Fully Paid,9.35,Feb-2003
3000.0,B,28800.0,Dec-2015,Fully Paid,15.04,Jun-2002
35000.0,A,175000.0,Dec-2015,Fully Paid,19.92,Mar-1992
10000.0,C,30555.0,Dec-2015,Current,24.12,Oct-2006
